time/fps,time/total_timesteps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/entropy_loss,train/clip_fraction,train/value_loss,train/approx_kl,train/loss,train/n_updates,train/explained_variance,train/clip_range,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length
141,30720,46.17,15,-24.69520055,216,,,,,,,,,,,,
146,32768,46.11,16,-24.841769559999992,223,0.0003,-2.085344010591507,0.06484375,1.4599650394171477,0.01014231,0.5168678760528564,150,0.9290497303009033,0.2,-0.008463535478222184,,
151,34816,46.1,17,-25.147854210000006,229,0.0003,-2.0736717008054257,0.06416015625,1.7453847305849195,0.008139131,0.48559749126434326,160,0.9367344379425049,0.2,-0.008529905101750047,,
,35000,,,,,0.0003,-2.0935488693416118,0.1927734375,1.7387343965470792,0.013337936,0.4144112169742584,170,0.9355888366699219,0.2,-0.016754991144989618,-22.000740742683412,46.4
155,36864,46.15,18,-25.080060210000003,236,,,,,,,,,,,,
159,38912,46.22,19,-25.44137519,243,0.0003,-2.101049654185772,0.121728515625,1.3299509136006236,0.012672692,0.2986658811569214,180,0.9400498867034912,0.2,-0.012953853429644368,,
,40000,,,,,0.0003,-2.102733927220106,0.059716796875,1.7563056163489819,0.009443959,0.4176238477230072,190,0.9306261539459229,0.2,-0.007014019411872141,-21.96592594385147,46.2
163,40960,46.18,20,-26.23200479,250,,,,,,,,,,,,
167,43008,46.14,21,-25.967821969999996,256,0.0003,-2.092637264728546,0.091455078125,1.608548953011632,0.010277006,0.4068461060523987,200,0.9434186220169067,0.2,-0.009684403621940873,,
,45000,,,,,0.0003,-2.0881329968571665,0.123046875,1.133708922471851,0.010374346,0.43416810035705566,210,0.9555908441543579,0.2,-0.009401688486104832,-25.60925930738449,46.0
170,45056,46.15,22,-24.864509400000003,263,,,,,,,,,,,,
174,47104,46.19,23,-25.05623693,270,0.0003,-2.0938546158373357,0.101611328125,1.4413455910980701,0.008826465,0.2711849808692932,220,0.9355132579803467,0.2,-0.011568131056264974,,
177,49152,46.18,24,-25.082348000000003,277,0.0003,-2.071635916084051,0.0626953125,2.298591009899974,0.008723136,1.0573570728302002,230,0.9442756772041321,0.2,-0.00896556170337135,,
,50000,,,,,0.0003,-2.075531589239836,0.071435546875,1.0614989711903036,0.009432828,0.30353471636772156,240,0.946434736251831,0.2,-0.007685016878531315,-26.353610968589784,46.2
180,51200,46.21,25,-24.382915219999994,283,,,,,,,,,,,,
179,53248,46.22,26,-24.058036499999993,296,0.0003,-2.071289925277233,0.085595703125,1.732308830693364,0.00888842,0.4972669780254364,250,0.9356679916381836,0.2,-0.00955371645395644,,
,55000,,,,,0.0003,-2.1024084985256195,0.11826171875,0.890162386931479,0.010728924,0.22322922945022583,260,0.9521867632865906,0.2,-0.011710450798273087,-25.921970888972282,46.0
182,55296,46.17,27,-24.38524538,303,,,,,,,,,,,,
185,57344,46.17,28,-24.631722359999998,309,0.0003,-2.0840019285678864,0.0984375,1.1596819140948356,0.008504674,0.3679114878177643,270,0.951975405216217,0.2,-0.009166929083585273,,
188,59392,46.2,29,-25.36296901,315,0.0003,-2.0757350511848927,0.072998046875,1.4684337129816414,0.008723067,0.3929038643836975,280,0.9492403864860535,0.2,-0.007778608897933736,,
,60000,,,,,0.0003,-2.078752586990595,0.069775390625,1.4210574651136993,0.008746957,0.31141579151153564,290,0.9496936798095703,0.2,-0.008020499354461207,-28.184814459085466,46.0
191,61440,46.14,30,-25.138589039999996,321,,,,,,,,,,,,
193,63488,46.17,31,-25.29093731,327,0.0003,-2.088418935239315,0.092529296875,1.9060502681881188,0.010016674,0.6426056027412415,300,0.9433218240737915,0.2,-0.012154093335266226,,
,65000,,,,,0.0003,-2.080899067223072,0.1099609375,1.1487116480246187,0.009539025,0.6251875162124634,310,0.9505245685577393,0.2,-0.010784630358102731,-22.848740899562834,46.4
196,65536,46.13,32,-25.17703892,333,,,,,,,,,,,,
198,67584,46.1,33,-25.35224728,339,0.0003,-2.083654706180096,0.1513671875,1.249182272516191,0.013524052,0.4472857713699341,320,0.9486177563667297,0.2,-0.016775810401304624,,
201,69632,46.11,34,-25.37314351,345,0.0003,-2.088282833248377,0.090869140625,1.4536318756639957,0.009504564,0.3276263177394867,330,0.9461102485656738,0.2,-0.010680995462462307,,
,70000,,,,,0.0003,-2.0738493256270885,0.06328125,1.9240889951586724,0.007584735,0.6793538928031921,340,0.9269592761993408,0.2,-0.007570451602805406,-25.10666634142399,46.0
204,71680,46.11,35,-25.4464635,351,,,,,,,,,,,,
206,73728,46.11,36,-24.64101716,356,0.0003,-2.049218237400055,0.119921875,1.2069751116912812,0.011048386,0.321458637714386,350,0.9516097903251648,0.2,-0.012757891416549682,,
,75000,,,,,0.0003,-2.0428618900477886,0.067626953125,1.6538529323413969,0.008511978,0.6914198398590088,360,0.9497013092041016,0.2,-0.011418788036098703,-24.335555428266524,46.0
208,75776,46.05,37,-24.44273028,363,,,,,,,,,,,,
211,77824,46.07,38,-25.469835420000003,368,0.0003,-2.053518132120371,0.05439453125,2.0964507341384886,0.008995895,0.43166443705558777,370,0.9293838739395142,0.2,-0.007890435055014678,,
213,79872,46.09,39,-25.92834379,374,0.0003,-2.041740684956312,0.123876953125,1.5630391115322708,0.011054903,0.345583975315094,380,0.9518522620201111,0.2,-0.015020078181987629,,
,80000,,,,,0.0003,-2.053973267972469,0.0888671875,1.758236001431942,0.011539685,0.6501609086990356,390,0.9477719664573669,0.2,-0.011214078433113173,-21.258888906240465,46.0
215,81920,46.11,40,-25.674311369999995,380,,,,,,,,,,,,
217,83968,46.1,41,-25.16301755,386,0.0003,-2.0546562992036344,0.14287109375,0.8049956671893597,0.01334866,0.1542481929063797,400,0.9614197015762329,0.2,-0.015842463934677652,,
,85000,,,,,0.0003,-2.0546194411814214,0.101708984375,1.1502254093065858,0.0082907425,0.7922412157058716,410,0.952721893787384,0.2,-0.010202652435691562,-22.99867725968361,46.2
219,86016,46.1,42,-25.68414256,392,,,,,,,,,,,,
221,88064,46.09,43,-25.406285080000007,397,0.0003,-2.0712675377726555,0.100439453125,1.1488705093041063,0.009547304,0.3740307688713074,420,0.9624106287956238,0.2,-0.013357840338721871,,
,90000,,,,,0.0003,-2.0451768912374972,0.094921875,1.4101922432892025,0.0099745225,0.4626694619655609,430,0.9487806558609009,0.2,-0.01128843737533316,-27.830740416049956,46.0
223,90112,46.12,44,-24.793264310000005,404,,,,,,,,,,,,
224,92160,46.14,45,-25.58496671,409,0.0003,-2.04717770293355,0.095166015625,1.37992561776191,0.009760984,0.4436107277870178,440,0.9551743268966675,0.2,-0.011141534372291062,,
226,94208,46.08,46,-25.113638549999997,415,0.0003,-2.042819645255804,0.08564453125,1.3509658594615757,0.008900469,0.2693100869655609,450,0.9485061764717102,0.2,-0.009764674572215882,,
,95000,,,,,0.0003,-2.044509084522724,0.115087890625,0.7343694526236504,0.011710178,0.2527928352355957,460,0.9518784284591675,0.2,-0.012175538126030006,-23.46462961435318,46.0
228,96256,46.08,47,-24.575621969999997,421,,,,,,,,,,,,
230,98304,46.08,48,-24.735489670000003,427,0.0003,-2.0277014449238777,0.09228515625,1.1933874441310763,0.012089582,0.18542875349521637,470,0.9355618357658386,0.2,-0.010553321900079026,,
,100000,,,,,0.0003,-2.007828912511468,0.102587890625,1.5335894966498018,0.007982016,0.4949624836444855,480,0.940248966217041,0.2,-0.013208062143530697,-27.24003670215607,46.2
231,100352,46.06,49,-25.377212160000003,433,,,,,,,,,,,,
233,102400,46.13,50,-25.117430240000004,439,0.0003,-2.0368687860667705,0.101708984375,1.4884748859331012,0.0124064945,0.4433157444000244,490,0.9322925209999084,0.2,-0.008763267757603898,,
234,104448,46.14,51,-24.564331820000003,444,0.0003,-2.047834215313196,0.101416015625,1.2027121025137604,0.011472103,0.25323572754859924,500,0.9573552012443542,0.2,-0.01001411817560438,,
,105000,,,,,0.0003,-2.0126932706683873,0.1517578125,1.1731358725577592,0.012481056,0.24343372881412506,510,0.9569292664527893,0.2,-0.014404177737014833,-23.337407383322716,46.0
236,106496,46.1,52,-23.834087090000004,450,,,,,,,,,,,,
235,108544,46.05,53,-24.89074518,460,0.0003,-2.040909456461668,0.105908203125,0.6023495008703321,0.009312909,0.17660008370876312,520,0.967583417892456,0.2,-0.010365503483626526,,
,110000,,,,,0.0003,-2.0244514968246223,0.134765625,0.7676889976020902,0.012727451,0.19857396185398102,530,0.9646716713905334,0.2,-0.015680101441103034,-26.917777548730374,46.0
227,110592,46.02,54,-25.209989399999998,485,,,,,,,,,,,,
221,112640,46.05,55,-25.25978642,508,0.0003,-2.017102166265249,0.09794921875,1.1465419130399823,0.010088684,0.1690397709608078,540,0.9574906826019287,0.2,-0.009467482499894686,,
214,114688,46.06,56,-24.820019249999994,535,0.0003,-1.9937058463692665,0.0783203125,0.9014826713129878,0.009275995,0.38990649580955505,550,0.9494954347610474,0.2,-0.01092632816726109,,
,115000,,,,,0.0003,-1.9957741867750882,0.078515625,1.2345841133967042,0.008251557,0.32583728432655334,560,0.9471909999847412,0.2,-0.008648786720004863,-28.986551774293183,46.2
202,116736,46.05,57,-25.33636908,575,,,,,,,,,,,,
193,118784,46.04,58,-24.867553129999997,613,0.0003,-1.9569648426026105,0.143896484375,1.4817250058054925,0.012317912,0.40097734332084656,570,0.9512513875961304,0.2,-0.015773450510459953,,
,120000,,,,,0.0003,-1.9310206286609173,0.1287109375,1.3423764930106699,0.010928525,0.3742203116416931,580,0.9482133388519287,0.2,-0.013804293354041874,-24.669999954104423,46.0
185,120832,46.03,59,-24.88623833,650,,,,,,,,,,,,
179,122880,46.02,60,-25.04400134,686,0.0003,-1.9006826102733612,0.11416015625,0.9421317383181304,0.011294734,0.1554630994796753,590,0.9628999829292297,0.2,-0.009897496478515677,,
174,124928,46.02,61,-24.91232607,716,0.0003,-1.9272917225956916,0.14599609375,0.8103741436265409,0.013814097,0.16475579142570496,600,0.9557795524597168,0.2,-0.013010707224020734,,
,125000,,,,,0.0003,-1.9419405359774828,0.076171875,1.1145243661478161,0.01024087,0.31759849190711975,610,0.9589769840240479,0.2,-0.0097632491713739,-28.17407382428646,46.2
167,126976,46.05,62,-24.030178469999992,755,,,,,,,,,,,,
162,129024,46.06,63,-24.321538770000004,794,0.0003,-1.8925259552896023,0.11884765625,0.8695032259449362,0.009760356,0.26443567872047424,620,0.9655135869979858,0.2,-0.012069442724168766,,
,130000,,,,,0.0003,-1.888036535307765,0.16728515625,1.0710857997648418,0.012661332,0.33884337544441223,630,0.9521232843399048,0.2,-0.015271291832323185,-24.97460297420621,46.0
156,131072,46.04,64,-25.23260211,835,,,,,,,,,,,,
154,133120,46.05,65,-25.288243769999998,861,0.0003,-1.8880659785121678,0.135302734375,1.382586703915149,0.01153473,0.5775668025016785,640,0.931378185749054,0.2,-0.012483303909539245,,
,135000,,,,,0.0003,-1.9216094128787518,0.113818359375,0.7593731800559909,0.0106911855,0.16802094876766205,650,0.9585005044937134,0.2,-0.01387309535057284,-22.633068668842316,46.2
149,135168,46.05,66,-25.50038844,905,,,,,,,,,,,,
144,137216,46.04,67,-24.93459087,947,0.0003,-1.9297225758433343,0.101416015625,0.9602826244197786,0.010933258,0.18092840909957886,660,0.9443223476409912,0.2,-0.010260842760908417,,
141,139264,46.03,68,-25.212283169999996,987,0.0003,-1.9306054890155793,0.14404296875,0.8671317073516548,0.010468746,0.3225420117378235,670,0.9634839296340942,0.2,-0.012698746533715166,,
,140000,,,,,0.0003,-1.933520220220089,0.10126953125,1.0111817761324347,0.009069465,0.33059290051460266,680,0.9477977752685547,0.2,-0.009454890983761288,-25.5962961435318,46.2
137,141312,46.04,69,-26.383099849999997,1030,,,,,,,,,,,,
133,143360,46.04,70,-27.096634850000004,1071,0.0003,-1.9212609589099885,0.10634765625,0.9086570776067674,0.010566549,0.1787523627281189,690,0.9668150544166565,0.2,-0.012531088994001039,,
,145000,,,,,0.0003,-1.9366140961647034,0.137255859375,1.4406460426747798,0.012920794,0.4269897937774658,700,0.93503737449646,0.2,-0.01657920795987593,-24.061481314897538,46.0
130,145408,46.02,71,-26.601578670000002,1116,,,,,,,,,,,,
127,147456,46.05,72,-26.13837486,1158,0.0003,-1.928109835088253,0.1544921875,0.7458998066838831,0.011533497,0.22364258766174316,710,0.967583417892456,0.2,-0.016468524522497318,,
124,149504,46.07,73,-25.01996747,1201,0.0003,-1.9287482097744941,0.152978515625,0.7546808401122689,0.011541462,0.1517212837934494,720,0.9645245671272278,0.2,-0.013223452991223895,,
,150000,,,,,0.0003,-1.9339104410260917,0.089697265625,0.9639281219802797,0.0064846375,0.17637407779693604,730,0.9589922428131104,0.2,-0.011037049355218187,-21.157407331466676,46.2
121,151552,46.08,74,-24.57489285,1244,,,,,,,,,,,,
