time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/value_loss,train/entropy_loss,train/n_updates,train/loss,train/approx_kl,train/explained_variance,train/learning_rate,eval/mean_ep_length,eval/mean_reward
35111,7,46.05,-25.432462049999994,131,268288,0.1,-0.011498373304493725,0.2,0.7027030866127462,-1.7379627428948878,1300,0.1823328137397766,0.011237308,0.9575810432434082,0.0003,,
,,,,,270000,0.11435546875,-0.011894987210689578,0.2,0.5220700499368831,-1.7077059607952834,1310,0.09585973620414734,0.010296352,0.9643644690513611,0.0003,46.2,-24.532275021076202
35125,7,46.06,-24.559357550000005,132,270336,,,,,,,,,,,,
35136,7,46.04,-24.594203649999994,133,272384,0.1337890625,-0.015848640431067908,0.2,0.3778327030595392,-1.70720328502357,1320,0.032110050320625305,0.01258751,0.9682880640029907,0.0003,,
35148,7,46.02,-24.801352440000002,134,274432,0.146044921875,-0.013286149775376543,0.2,0.47711068321950734,-1.7427042927592993,1330,0.06949645280838013,0.012553618,0.9483970999717712,0.0003,,
35159,7,46.05,-25.100504669999996,135,276480,0.1140625,-0.010250421386444941,0.2,0.4883164789527655,-1.6984035901725292,1340,0.006087265908718109,0.010416817,0.9527128338813782,0.0003,,
35170,7,46.05,-25.393550599999998,136,278528,0.118017578125,-0.014214149507461115,0.2,0.5007982482435182,-1.7163905564695596,1350,0.030888773500919342,0.0114467535,0.9653897285461426,0.0003,,
,,,,,280000,0.09638671875,-0.012513988942373544,0.2,0.5807785058859736,-1.716081665456295,1360,0.11526188999414444,0.010300114,0.9703362584114075,0.0003,46.0,-30.19685161113739
35182,7,46.08,-25.378007350000004,137,280576,,,,,,,,,,,,
35194,8,46.06,-24.646759109999998,138,282624,0.109716796875,-0.01158069682714995,0.2,0.36914505034219475,-1.7666717868298292,1370,0.06716004014015198,0.01290183,0.9673409461975098,0.0003,,
35206,8,46.04,-24.37854811,139,284672,0.159716796875,-0.015027968439972028,0.2,0.6323444208595902,-1.719626109302044,1380,0.11300578713417053,0.013332066,0.9616799354553223,0.0003,,
35217,8,46.02,-24.855668659999996,140,286720,0.1732421875,-0.017491708596935496,0.2,0.3563089927658439,-1.757601623609662,1390,0.061095595359802246,0.015730515,0.963614284992218,0.0003,,
35227,8,46.07,-24.7577983,141,288768,0.10625,-0.009707737239659764,0.2,0.45758166250307114,-1.7388991877436637,1400,0.060778096318244934,0.010392329,0.9679032564163208,0.0003,,
,,,,,290000,0.129345703125,-0.012957906929659656,0.2,0.3712592658121139,-1.7420758448541165,1410,0.05339808762073517,0.012345126,0.9729815721511841,0.0003,46.0,-28.92462946176529
35238,8,46.07,-25.40654735,142,290816,,,,,,,,,,,,
35249,8,46.03,-26.15790582,143,292864,0.11806640625,-0.011800542759010569,0.2,0.4489130934001878,-1.767086911574006,1420,0.09261134266853333,0.012441989,0.9601604342460632,0.0003,,
35260,8,46.07,-25.349274909999995,144,294912,0.1076171875,-0.013641658384585753,0.2,0.42459906318690627,-1.742601765319705,1430,0.12018847465515137,0.009316766,0.9756802916526794,0.0003,,
35270,8,46.06,-25.807489979999993,145,296960,0.15595703125,-0.014960603276267647,0.2,0.4486414384795353,-1.7163800287991762,1440,0.08344069868326187,0.014376503,0.9669949412345886,0.0003,,
35281,8,46.07,-25.577705820000002,146,299008,0.129052734375,-0.012509373249486089,0.2,0.5667644093744457,-1.7279187247157097,1450,0.0870957225561142,0.0116638,0.9758689999580383,0.0003,,
,,,,,300000,0.092822265625,-0.012587864932720549,0.2,0.72144790655002,-1.7490032315254211,1460,0.24252043664455414,0.008642724,0.9467241764068604,0.0003,46.2,-24.99333279132843
35292,8,46.06,-24.94949698,147,301056,,,,,,,,,,,,
35309,8,46.05,-25.25841537,148,303104,0.134326171875,-0.015092472537071444,0.2,0.7099435842595995,-1.7679140999913217,1470,0.2189939171075821,0.013740005,0.9612451791763306,0.0003,,
35319,8,46.05,-25.109644720000002,149,305152,0.1310546875,-0.01305246764968615,0.2,0.4872658608481288,-1.8088290128856896,1480,0.19074004888534546,0.0124234855,0.9624482989311218,0.0003,,
35345,8,46.11,-24.899210619999998,150,307200,0.119580078125,-0.014128269416687544,0.2,0.691285615740344,-1.77132830247283,1490,0.1265271008014679,0.010573529,0.9643512964248657,0.0003,,
35376,8,46.12,-25.918278969999996,151,309248,0.120751953125,-0.013798559972201474,0.2,0.5849812353844754,-1.8372287470847368,1500,0.12189342826604843,0.012616161,0.9537233710289001,0.0003,,
,,,,,310000,0.1216796875,-0.017935131464037114,0.2,0.4431935857515782,-1.7887394852936267,1510,0.023871630430221558,0.013851205,0.9622998237609863,0.0003,46.0,-25.71833322942257
35398,8,46.1,-26.431168539999998,152,311296,,,,,,,,,,,,
35421,8,46.08,-26.205178480000004,153,313344,0.10859375,-0.014669990848051383,0.2,0.6290241081267596,-1.7194423787295818,1520,0.10905701667070389,0.011672239,0.9625932574272156,0.0003,,
35444,8,46.08,-25.34902381,154,315392,0.126953125,-0.015477218182059004,0.2,0.4786916850600392,-1.757471491396427,1530,0.12208378314971924,0.011211006,0.9682883024215698,0.0003,,
35466,8,46.07,-25.173282259999997,155,317440,0.1404296875,-0.017212964085047133,0.2,0.48161770482547583,-1.7340749710798264,1540,0.028907228261232376,0.015271742,0.9742043018341064,0.0003,,
35484,9,46.04,-24.613781630000002,156,319488,0.180078125,-0.019464671731111594,0.2,0.3823297808179632,-1.796922180056572,1550,0.0729544535279274,0.01419919,0.9785503149032593,0.0003,,
,,,,,320000,0.12197265625,-0.012845315199228935,0.2,0.4277552403509617,-1.8114714689552784,1560,0.038465529680252075,0.009945339,0.9737722277641296,0.0003,46.0,-25.47722225189209
35506,9,46.04,-24.145386799999997,157,321536,,,,,,,,,,,,
35529,9,46.05,-24.186633670000003,158,323584,0.154248046875,-0.015346558034070767,0.2,0.6473639120347798,-1.7134613417088986,1570,0.10202932357788086,0.014086179,0.9639180898666382,0.0003,,
35551,9,46.06,-24.944087490000005,159,325632,0.119677734375,-0.01317766094871331,0.2,0.5539274791022762,-1.7079371348023415,1580,0.2572813630104065,0.011194194,0.9668557643890381,0.0003,,
35574,9,46.05,-25.24425666,160,327680,0.115673828125,-0.013710583189094905,0.2,0.5677840756252408,-1.756855494529009,1590,0.03931967541575432,0.012079212,0.9577540159225464,0.0003,,
35597,9,46.09,-25.32328866,161,329728,0.140673828125,-0.01559510219085496,0.2,0.5325960948131978,-1.7518064297735692,1600,0.05624576658010483,0.016510399,0.9612623453140259,0.0003,,
,,,,,330000,0.14033203125,-0.015427183260908351,0.2,0.5557742794044316,-1.6915701005607844,1610,0.11352518200874329,0.011757339,0.9693955183029175,0.0003,46.0,-21.547407424449922
35620,9,46.1,-24.799693899999998,162,331776,,,,,,,,,,,,
35643,9,46.06,-25.529099289999998,163,333824,0.1189453125,-0.011563820234732703,0.2,0.3931476024677977,-1.686816893517971,1620,0.04714076220989227,0.011907121,0.9615481495857239,0.0003,,
35656,9,46.03,-24.95296372,164,335872,0.114990234375,-0.015136565020657144,0.2,0.6013459008652717,-1.701909064501524,1630,0.1389179825782776,0.011237755,0.958061933517456,0.0003,,
35678,9,46.01,-24.770219620000002,165,337920,0.154345703125,-0.016606409242376684,0.2,0.5637759091565385,-1.6584360659122468,1640,0.048867590725421906,0.015239401,0.9664326310157776,0.0003,,
35701,9,46.01,-24.90124206,166,339968,0.112548828125,-0.01132564369472675,0.2,0.43525836819317193,-1.6406861759722233,1650,0.0645553320646286,0.01362427,0.9704117178916931,0.0003,,
,,,,,340000,0.12626953125,-0.015119104050972965,0.2,0.8694247199222446,-1.7366389133036138,1660,0.021724358201026917,0.015820887,0.9429953098297119,0.0003,46.0,-25.262976172566415
35725,9,46.04,-24.30956189999999,167,342016,,,,,,,,,,,,
35747,9,46.05,-25.32705945,168,344064,0.14912109375,-0.013969588949112221,0.2,0.31027478113537654,-1.7283329255878925,1670,0.01719246804714203,0.013621228,0.9708658456802368,0.0003,,
35767,9,46.06,-26.24281225,169,346112,0.141064453125,-0.013240049031446688,0.2,0.44784475485794245,-1.7256686311215161,1680,0.01576521247625351,0.013426529,0.9670895934104919,0.0003,,
35789,9,46.08,-25.16585955,170,348160,0.098291015625,-0.010561184381367638,0.2,0.39356099707074466,-1.6699413795024156,1690,0.10020057111978531,0.009846924,0.9663217663764954,0.0003,,
,,,,,350000,0.16025390625,-0.015282862656749784,0.2,0.3707609280478209,-1.7334055781364441,1700,0.042871423065662384,0.013936097,0.9771287441253662,0.0003,46.0,-23.968637409806252
35814,9,46.12,-24.773142090000007,171,350208,,,,,,,,,,,,
35834,9,46.11,-25.137546539999995,172,352256,0.15849609375,-0.014474112444440834,0.2,0.3239204556448385,-1.735643655434251,1710,0.03523193672299385,0.014266873,0.9691624045372009,0.0003,,
35851,9,46.05,-25.13212696,173,354304,0.138525390625,-0.013444402944878675,0.2,0.5449197023408487,-1.7043379813432693,1720,0.06723581254482269,0.013291389,0.9650761485099792,0.0003,,
35871,9,46.06,-24.937801869999998,174,356352,0.124658203125,-0.012563721634796821,0.2,0.5066435125423595,-1.7128816034644843,1730,0.0398368313908577,0.010730991,0.965641975402832,0.0003,,
35891,9,46.06,-24.985336559999993,175,358400,0.099951171875,-0.012920766943716444,0.2,0.6185200937092304,-1.7061623264104129,1740,0.12212078273296356,0.009929962,0.9522304534912109,0.0003,,
,,,,,360000,0.183251953125,-0.014397252842900343,0.2,0.42860862859524784,-1.7416178718209268,1750,0.029633015394210815,0.017314024,0.966728925704956,0.0003,46.0,-21.94277778863907
35915,10,46.04,-24.84390465,176,360448,,,,,,,,,,,,
35938,10,46.07,-25.43971809,177,362496,0.13544921875,-0.016748406566330233,0.2,0.6440349650103598,-1.7523198571056127,1760,0.08280784636735916,0.012706103,0.9553497433662415,0.0003,,
35960,10,46.09,-24.68833302,178,364544,0.1193359375,-0.011736136220861226,0.2,0.5660490246722475,-1.7605242744088172,1770,0.04639765992760658,0.011148861,0.9560657143592834,0.0003,,
35982,10,46.06,-25.104165159999997,179,366592,0.128955078125,-0.013486363997799344,0.2,0.35824226986151186,-1.7088665708899498,1780,0.02194027230143547,0.013555363,0.9737855195999146,0.0003,,
36006,10,46.08,-25.207474589999997,180,368640,0.160888671875,-0.01953597568208352,0.2,0.33262178269214926,-1.7510187659412622,1790,-0.016617920249700546,0.013504201,0.9814262390136719,0.0003,,
,,,,,370000,0.137744140625,-0.014818812467274256,0.2,0.34433736512437463,-1.7309971820563077,1800,0.02979094162583351,0.011742637,0.9807036519050598,0.0003,46.0,-24.610740619897843
36030,10,46.07,-24.51726052,181,370688,,,,,,,,,,,,
36053,10,46.07,-24.63189045,182,372736,0.108544921875,-0.013486067252233624,0.2,0.480975875002332,-1.6756159789860248,1810,0.10832717269659042,0.009699107,0.962813675403595,0.0003,,
36076,10,46.02,-25.401873249999994,183,374784,0.13525390625,-0.016660207300446928,0.2,0.35202218359336257,-1.7079658959060908,1820,0.0326419360935688,0.016240483,0.9602266550064087,0.0003,,
36099,10,46.05,-25.627316179999994,184,376832,0.120703125,-0.009347506203630474,0.2,0.35733498494373633,-1.757885254174471,1830,0.015000315383076668,0.010644615,0.9773358106613159,0.0003,,
36123,10,46.05,-25.552462220000002,185,378880,0.16005859375,-0.015273284385330044,0.2,0.5733897891594097,-1.7585611607879401,1840,0.041040681302547455,0.01384958,0.9638479351997375,0.0003,,
,,,,,380000,0.123779296875,-0.01532156025932636,0.2,0.39665010704193265,-1.7649564515799283,1850,0.04191815108060837,0.0125247,0.9669920206069946,0.0003,46.2,-25.062592348456384
36147,10,46.03,-24.374185070000003,186,380928,,,,,,,,,,,,
36171,10,46.03,-24.63248741,187,382976,0.16240234375,-0.014149931989959442,0.2,0.2864329779171385,-1.7434268068522214,1860,0.003711514174938202,0.014368111,0.9688199162483215,0.0003,,
36193,10,46.03,-24.676302739999997,188,385024,0.11337890625,-0.013903949211817234,0.2,0.346874899789691,-1.7744283951818942,1870,0.01512724906206131,0.01049868,0.9737102389335632,0.0003,,
36216,10,46.04,-24.81307324999999,189,387072,0.15048828125,-0.015736375440610573,0.2,0.27108126614475625,-1.7231264185160398,1880,0.020546674728393555,0.013005345,0.9768199920654297,0.0003,,
36239,10,46.03,-25.839890240000003,190,389120,0.129345703125,-0.01335533690144075,0.2,0.3443559916224331,-1.7238940440118313,1890,-0.02384958043694496,0.012684695,0.9760317206382751,0.0003,,
,,,,,390000,0.123046875,-0.014684308954747394,0.2,0.4039614373119548,-1.722883152216673,1900,0.034271687269210815,0.011782597,0.974022626876831,0.0003,46.0,-25.684629368782044
36265,10,46.02,-26.105713719999997,191,391168,,,,,,,,,,,,
36281,10,46.02,-25.104988769999995,192,393216,0.10107421875,-0.014159482176182792,0.2,0.8103668410331011,-1.7471325248479843,1910,0.19462639093399048,0.008920198,0.9528276324272156,0.0003,,
36303,10,46.04,-24.91236035,193,395264,0.142138671875,-0.01530651564244181,0.2,0.38291318805422636,-1.7150986697524786,1920,0.04580484330654144,0.014285142,0.971092700958252,0.0003,,
36325,10,46.04,-25.677246589999996,194,397312,0.119189453125,-0.013110015037818811,0.2,0.4012125090463087,-1.7074026998132468,1930,0.06870557367801666,0.010264512,0.9663339257240295,0.0003,,
36347,10,46.02,-25.635581330000004,195,399360,0.12568359375,-0.014144979254342615,0.2,0.732496750401333,-1.7024169873446227,1940,0.21669861674308777,0.012617821,0.9672919511795044,0.0003,,
,,,,,400000,0.120556640625,-0.01842688714968972,0.2,0.4376963100396097,-1.7039551582187413,1950,0.02188575267791748,0.01427244,0.9591660499572754,0.0003,46.0,-25.163333201408385
36372,11,46.03,-25.602697719999995,196,401408,,,,,,,,,,,,
36395,11,46.03,-25.704057559999995,197,403456,0.1349609375,-0.013032370962901042,0.2,0.43498434310313316,-1.6635326489806175,1960,0.059134505689144135,0.011589261,0.9741947054862976,0.0003,,
36419,11,46.03,-25.671431929999997,198,405504,0.098779296875,-0.010918876668438316,0.2,0.6675867593847216,-1.6622980691492557,1970,0.1276465207338333,0.011924801,0.9628986716270447,0.0003,,
36439,11,46.03,-23.977414009999997,199,407552,0.132666015625,-0.014266849961131811,0.2,0.47442812935914846,-1.6916295558214187,1980,0.07659032940864563,0.013275989,0.9675418138504028,0.0003,,
36460,11,46.03,-23.644390650000002,200,409600,0.1384765625,-0.013437567141954787,0.2,0.39223536669742315,-1.6389208875596524,1990,0.07372504472732544,0.01520697,0.9607284665107727,0.0003,,
,,,,,410000,0.12392578125,-0.011468312228680588,0.2,0.4223398408619687,-1.6901789460331202,2000,-0.015581518411636353,0.009478467,0.9743024706840515,0.0003,46.0,-23.797036933898926
36482,11,46.02,-24.112225319999997,201,411648,,,,,,,,,,,,
36504,11,46.03,-24.25816665,202,413696,0.12802734375,-0.013940547870879528,0.2,0.33887982214801016,-1.7490588519722223,2010,0.01484181359410286,0.012035843,0.9662495851516724,0.0003,,
36527,11,46.07,-24.61008517,203,415744,0.11298828125,-0.012492685700999573,0.2,0.3904326603282243,-1.6710843671113254,2020,0.042773712426424026,0.012522911,0.9612590670585632,0.0003,,
36545,11,46.08,-24.906034959999996,204,417792,0.12421875,-0.015713888133177534,0.2,0.45216752542182803,-1.674483586847782,2030,0.13695663213729858,0.011504586,0.9580681324005127,0.0003,,
36565,11,46.09,-25.450058130000002,205,419840,0.098876953125,-0.012480209427303634,0.2,0.43790758482646197,-1.709173809736967,2040,0.06959418207406998,0.010606576,0.9653511047363281,0.0003,,
,,,,,420000,0.100146484375,-0.01178274001867976,0.2,0.3758517801645212,-1.7308990437537433,2050,0.01899529993534088,0.00884536,0.9727897047996521,0.0003,46.0,-26.123333263397218
36588,11,46.03,-25.043713689999993,206,421888,,,,,,,,,,,,
36611,11,46.02,-24.425336789999996,207,423936,0.13056640625,-0.013920214190147818,0.2,0.4925686475355178,-1.7140956498682498,2060,0.02712436206638813,0.012760846,0.9711074233055115,0.0003,,
36634,11,46.04,-25.119311519999997,208,425984,0.145556640625,-0.014431850756227504,0.2,0.31477220696397124,-1.7313894238322973,2070,0.05462469160556793,0.015758224,0.9698684215545654,0.0003,,
36657,11,46.05,-25.658321700000002,209,428032,0.134326171875,-0.015475502576737198,0.2,0.3107252725982107,-1.793384961038828,2080,0.006904717534780502,0.01579334,0.9671395421028137,0.0003,,
,,,,,430000,0.115185546875,-0.011721781062078662,0.2,0.4025535781751387,-1.7994029186666012,2090,0.017280500382184982,0.011076965,0.9661705493927002,0.0003,46.0,-22.04462964236736
36681,11,46.03,-25.269565619999998,210,430080,,,,,,,,,,,,
36703,11,46.03,-24.36466167,211,432128,0.16015625,-0.022195689455838875,0.2,0.29074425557628275,-1.7190223094075918,2100,0.047304823994636536,0.013339991,0.9821298718452454,0.0003,,
36727,11,46.04,-24.38263104,212,434176,0.12021484375,-0.011441404650395271,0.2,0.42902304690796883,-1.742679027840495,2110,0.04921437054872513,0.01071943,0.9653010368347168,0.0003,,
36745,11,46.05,-25.390106770000003,213,436224,0.124658203125,-0.01652854858257342,0.2,0.2503056059591472,-1.7552440345287323,2120,-0.017269916832447052,0.012221475,0.979121744632721,0.0003,,
36768,11,46.04,-24.96149428999999,214,438272,0.08232421875,-0.011765231509343721,0.2,0.6146011930191889,-1.776894821226597,2130,0.050262387841939926,0.010120887,0.9468944072723389,0.0003,,
,,,,,440000,0.089013671875,-0.011615475369035266,0.2,0.5104149462422356,-1.7745865572243928,2140,-0.0038860738277435303,0.009276571,0.9675548672676086,0.0003,46.0,-24.49185172393918
36792,11,46.03,-25.019289009999998,215,440320,,,,,,,,,,,,
36816,12,46.05,-25.063995879999993,216,442368,0.096630859375,-0.012932723062112928,0.2,0.3489958513760939,-1.8140028189867734,2150,0.01656702160835266,0.008645335,0.9723207950592041,0.0003,,
36839,12,46.11,-24.653440899999996,217,444416,0.133447265625,-0.01446302021795418,0.2,0.36322239725850525,-1.8196221012622118,2160,0.002227768301963806,0.012245413,0.9640762805938721,0.0003,,
36863,12,46.14,-25.18881797000001,218,446464,0.119921875,-0.013789818185614422,0.2,0.19556463750777767,-1.8094831939786673,2170,0.024892007932066917,0.010112194,0.9738597273826599,0.0003,,
36886,12,46.13,-25.290854170000003,219,448512,0.142431640625,-0.015229225531220436,0.2,0.1611452766577713,-1.81182544156909,2180,-0.015015918761491776,0.011949671,0.9823775291442871,0.0003,,
,,,,,450000,0.132568359375,-0.015701351899770087,0.2,0.35838489370653404,-1.6922471560537815,2190,0.052066050469875336,0.0118678175,0.9688817262649536,0.0003,46.2,-20.18925895690918
36911,12,46.05,-24.878080209999993,220,450560,,,,,,,,,,,,
36933,12,46.06,-25.024728049999993,221,452608,0.1423828125,-0.012351775947900023,0.2,0.5501014660811052,-1.7638642083853484,2200,0.057443708181381226,0.012122011,0.9596144556999207,0.0003,,
36953,12,46.09,-24.94064725,222,454656,0.1443359375,-0.013930583422188647,0.2,0.24168996934313328,-1.7621727891266346,2210,-0.0008767656981945038,0.01353536,0.9767565727233887,0.0003,,
36970,12,46.08,-25.5047577,223,456704,0.10341796875,-0.013396500458475203,0.2,0.5446579890791327,-1.8067282434552907,2220,0.18719446659088135,0.010791644,0.9727039933204651,0.0003,,
36986,12,46.09,-24.440474019999993,224,458752,0.155029296875,-0.019009920788812452,0.2,0.23449440352851525,-1.7184372395277023,2230,-0.03263877332210541,0.012984558,0.9694982767105103,0.0003,,
,,,,,460000,0.130322265625,-0.014805353226256557,0.2,0.46949524860829117,-1.8143123883754015,2240,0.0037865862250328064,0.01347461,0.952376127243042,0.0003,46.2,-22.889481407403945
37003,12,46.07,-24.3472153,225,460800,,,,,,,,,,,,
37018,12,46.1,-25.365694939999997,226,462848,0.127294921875,-0.009905462095048279,0.2,0.31017597161699084,-1.796736666932702,2250,0.005031965672969818,0.010893006,0.9610678553581238,0.0003,,
37035,12,46.12,-25.615258329999996,227,464896,0.11904296875,-0.013628613232867792,0.2,0.327014552988112,-1.7941909287124873,2260,0.03319299966096878,0.0104114525,0.9732843041419983,0.0003,,
37053,12,46.12,-26.0165007,228,466944,0.110498046875,-0.01295859483507229,0.2,0.3379455241141841,-1.7897748343646527,2270,0.07710311561822891,0.01272386,0.9740252494812012,0.0003,,
37072,12,46.08,-25.563396980000004,229,468992,0.14677734375,-0.01844404625298921,0.2,0.39695900820661334,-1.7613427329808473,2280,-0.012276194989681244,0.01366855,0.9728368520736694,0.0003,,
,,,,,470000,0.141796875,-0.02002505403361283,0.2,0.34122381482739,-1.744876104220748,2290,-0.018910206854343414,0.013388669,0.9738644361495972,0.0003,46.4,-24.31944441795349
37097,12,46.08,-25.698378039999998,230,471040,,,,,,,,,,,,
37114,12,46.1,-25.40710903,231,473088,0.14619140625,-0.011587951346882619,0.2,0.30243109245784583,-1.7741374544799329,2300,-0.0019983015954494476,0.013867222,0.9721012711524963,0.0003,,
37129,12,46.09,-26.218050239999993,232,475136,0.10791015625,-0.015432021801825613,0.2,0.47722793410066516,-1.7160548698157072,2310,0.0357176810503006,0.011311112,0.963251531124115,0.0003,,
37151,12,46.07,-25.066164659999995,233,477184,0.131396484375,-0.014540927429334261,0.2,0.5113845293177292,-1.747770193219185,2320,0.008823342621326447,0.011513561,0.9505383968353271,0.0003,,
37174,12,46.11,-25.155813769999998,234,479232,0.15361328125,-0.01881657373451162,0.2,0.28746022790437564,-1.7822282832115888,2330,-0.009589657187461853,0.014864736,0.9701766967773438,0.0003,,
,,,,,480000,0.14443359375,-0.016479900875128805,0.2,0.2784548097522929,-1.713670527562499,2340,0.03904946893453598,0.0132158315,0.9753177762031555,0.0003,46.0,-27.414814472198486
37198,12,46.1,-25.2298443,235,481280,,,,,,,,,,,,
37215,12,46.1,-25.978744789999997,236,483328,0.12333984375,-0.016015880074701273,0.2,0.4055701935198158,-1.7178748391568661,2350,0.03227983042597771,0.013406699,0.9704497456550598,0.0003,,
37222,13,46.09,-25.704068609999993,237,485376,0.134765625,-0.01874988158233464,0.2,0.38144794170511886,-1.7442453354597092,2360,0.050844818353652954,0.01598924,0.9698443412780762,0.0003,,
37228,13,46.04,-25.502078049999994,238,487424,0.12314453125,-0.014670242431748193,0.2,0.3301893837982789,-1.7494279570877551,2370,0.06939804553985596,0.011967521,0.975520670413971,0.0003,,
37238,13,46.02,-25.395691780000003,239,489472,0.143798828125,-0.014811457198811695,0.2,0.24833000906510277,-1.7114210020750762,2380,0.018001779913902283,0.014096229,0.975773274898529,0.0003,,
,,,,,490000,0.0998046875,-0.016596814138756598,0.2,0.3553264717804268,-1.6977298852056264,2390,-0.0030585341155529022,0.012489107,0.9768526554107666,0.0003,46.0,-29.637962412834167
37255,13,46.01,-25.50648753,240,491520,,,,,,,,,,,,
37271,13,46.05,-25.72666393,241,493568,0.14609375,-0.014456387207610532,0.2,0.2768837811658159,-1.7035530760884285,2400,0.08192920684814453,0.013942178,0.9800132513046265,0.0003,,
37287,13,46.07,-25.853444879999994,242,495616,0.152001953125,-0.020151688961777835,0.2,0.40395297058857976,-1.714734148979187,2410,0.026689857244491577,0.013420264,0.9635561108589172,0.0003,,
37301,13,46.11,-25.474357310000006,243,497664,0.132666015625,-0.018080551017192192,0.2,0.44115132114384326,-1.7192038919776678,2420,0.08934441953897476,0.011918177,0.9704179167747498,0.0003,,
37319,13,46.11,-26.010442079999997,244,499712,0.13349609375,-0.01734782268758863,0.2,0.44754303835798054,-1.7550145760178566,2430,0.04944058880209923,0.013380609,0.9564307332038879,0.0003,,
,,,,,500000,0.13837890625,-0.01675630853860639,0.2,0.36439428947633135,-1.7271076958626508,2440,-0.00862133502960205,0.012535775,0.9701724052429199,0.0003,46.0,-24.076296234130858
37337,13,46.08,-25.86714426,245,501760,,,,,,,,,,,,
